v1;v2
Faltas;Un profesor utiliza su autoridad para realizar avances sexuales no deseados hacia mí y me amenaza con represalias si rechazo sus propuestas.
Faltas;Recibo mensajes de texto amenazantes de un compañero de clase después de una discusión en el aula.
Faltas;Un grupo de estudiantes me sigue y se burla de mí en el campus debido a mi condición socioeconómica.
Faltas;Un miembro del personal de la universidad me exige favores sexuales a cambio de no reportar una infracción menor.
Faltas;Un compañero de dormitorio constantemente invade mi privacidad y me hace sentir incómodo en mi propio espacio.
Faltas;Recibo correos electrónicos anónimos que contienen insultos y comentarios despectivos sobre mi religión.
Faltas;Un grupo de estudiantes me graba secretamente y comparte videos de mí en situaciones embarazosas sin mi consentimiento.
Faltas;Un profesor me menosprecia y me ridiculiza en frente de toda la clase por mis creencias políticas.
Faltas;Un compañero de clase difunde rumores falsos sobre mí, afectando mi reputación y causando que otros me eviten.
Faltas;Un grupo de estudiantes bloquea mi acceso a recursos universitarios y me excluye deliberadamente de actividades extracurriculares.
Faltas;Un miembro del personal de seguridad de la universidad abusa de su autoridad al realizar registros personales invasivos sin causa justificada.
Faltas;Durante una presentación en clase, un compañero me interrumpe repetidamente con comentarios sarcásticos y despectivos.
Faltas;Al caminar por el campus, un grupo de estudiantes me sigue y me grita insultos por mi apariencia física.
Faltas;Recibo notas anónimas dejadas en mi casillero universitario que contienen amenazas verbales y de violencia.
Faltas;Un miembro del personal administrativo hace comentarios inapropiados sobre mi género y realiza gestos sexuales sugerentes hacia mí.
Faltas;Un grupo de estudiantes crea un chat grupal en línea donde me ridiculizan y comparten memes ofensivos sobre mí.
Faltas;Durante un evento universitario, un estudiante se acerca demasiado a mí, me toca sin mi consentimiento y hace comentarios inapropiados.
Faltas;Un profesor me da calificaciones más bajas de lo que merezco y justifica su comportamiento con comentarios discriminatorios sobre mi origen étnico.
Faltas;Un compañero de clase difunde rumores falsos sobre mí en redes sociales, causando que otros estudiantes me eviten y me traten con desprecio.
Faltas;Un grupo de estudiantes se une para boicotear mi participación en un proyecto grupal, excluyéndome deliberadamente y haciendo que fracase.
Faltas;Un miembro del personal de seguridad de la universidad abusa de su poder al detenerme sin motivo y registrar mis pertenencias de manera agresiva.
Faltas;Durante una reunión de estudio en la biblioteca, un compañero de clase se sienta junto a mí y comienza a hacer comentarios sexualmente explícitos.
Faltas;Al caminar por los pasillos, un grupo de estudiantes me rodea y comienza a burlarse de mi acento extranjero, haciéndome sentir intimidado y excluido.
Faltas;Un profesor me hace insinuaciones sexuales durante una tutoría privada, creando un ambiente incómodo y perturbador.
Faltas;En una fiesta universitaria, un estudiante me sigue persistentemente e intenta tocarme sin mi consentimiento, ignorando mis repetidas negativas.
Faltas;Recibo mensajes de texto amenazantes de un compañero de clase, quien me advierte que si no accedo a sus demandas, divulgará información personal comprometedora sobre mí.
Faltas;Un grupo de estudiantes me acosa verbalmente en las redes sociales, difundiendo rumores maliciosos sobre mi vida personal y mi orientación sexual.
Faltas;Un miembro del personal administrativo de la universidad abusa de su autoridad al solicitar favores sexuales a cambio de brindarme acceso a oportunidades académicas.
Faltas;Durante una presentación en clase, otro estudiante se burla de mi discapacidad física, ridiculizándome frente a mis compañeros y al profesor.
Faltas;Un grupo de deportistas universitarios me hostiga físicamente en el gimnasio, lanzando comentarios despectivos sobre mi apariencia y mi falta de habilidades atléticas.
Faltas;En el comedor universitario, un grupo de estudiantes me rodea en la mesa y comienza a hacer comentarios humillantes sobre mi religión y mis creencias personales.
Faltas;Siento que un profesor me está acosando con comentarios inapropiados y miradas incómodas durante las clases.
Faltas;Un grupo de estudiantes me intimida constantemente con burlas y apodos ofensivos debido a mi orientación sexual.
Faltas;Recibo mensajes de texto y correos electrónicos no deseados de un compañero de clase, a pesar de haberle pedido que se detenga.
Faltas;Un miembro del personal administrativo me hace insinuaciones sexuales cada vez que voy a su oficina a resolver asuntos académicos.
Faltas;Soy víctima de rumores maliciosos y difamación en las redes sociales por parte de otros estudiantes.
Faltas;Un profesor me ha hecho proposiciones inapropiadas a cambio de mejores calificaciones.
Faltas;Soy objeto de bromas y comentarios racistas por parte de algunos de mis compañeros de clase.
Faltas;Un grupo de estudiantes me amenaza y me obliga a entregarles dinero o pertenencias de forma regular.
Faltas;Un miembro del personal de seguridad me sigue y me vigila de manera intimidante cuando camino por el campus.
Faltas;Recibo correos electrónicos y mensajes ofensivos y amenazantes de una persona desconocida dentro de la universidad.
Faltas;Un compañero de clase me envía constantemente mensajes inapropiados y obscenos a pesar de haberle pedido que se detenga.
Faltas;Un profesor me toca de manera inapropiada y hace comentarios sexuales durante las tutorías privadas.
Faltas;Un grupo de estudiantes me hostiga y me excluye deliberadamente de actividades sociales debido a mi religión.
Faltas;Recibo constantes burlas y humillaciones por parte de otros estudiantes debido a mi apariencia física.
Faltas;Un miembro del personal administrativo me acosa sexualmente, exigiéndome favores a cambio de servicios académicos.
Faltas;Soy víctima de acoso cibernético por parte de otros estudiantes, quienes publican contenido difamatorio y falso sobre mí en línea.
Faltas;Un profesor me hace avances sexuales no deseados y me amenaza con reprobarme si no accedo a sus demandas.
Faltas;Soy objeto de intimidación y hostigamiento por parte de otros estudiantes debido a mi discapacidad.
Faltas;Un miembro del personal de mantenimiento me sigue y me vigila de manera intimidante cuando estoy en el campus.
Faltas;Recibo llamadas telefónicas y mensajes de voz amenazantes de una persona desconocida dentro de la universidad.
Faltas;Un grupo de estudiantes me acosa verbal y físicamente por mi orientación sexual, haciéndome sentir inseguro en el campus.
Faltas;Una profesora me hace insinuaciones sexuales inapropiadas y me toca de manera no consentida durante las tutorías.
Faltas;Soy objeto de burlas y comentarios despectivos por parte de mis compañeros debido a mi origen étnico.
Faltas;Un miembro del personal administrativo me envía correos electrónicos y mensajes de texto con contenido sexual explícito.
Faltas;Soy víctima de acoso cibernético por parte de un grupo de estudiantes, quienes difunden rumores falsos y dañinos sobre mí en línea.
Faltas;Un profesor me presiona para que acepte citas o favores sexuales a cambio de mejores calificaciones.
Faltas;Recibo amenazas e intimidación por parte de otros estudiantes debido a mi afiliación política.
Faltas;Un miembro del equipo de seguridad me hostiga y me sigue constantemente cuando estoy en el campus.
Faltas;Soy objeto de acoso físico y verbal por parte de otros estudiantes debido a mi identidad de género.
Faltas;Recibo llamadas telefónicas obscenas y amenazantes de una persona desconocida dentro de la universidad.
Faltas;Un grupo de estudiantes me acosa constantemente con burlas y comentarios ofensivos sobre mi peso y apariencia física.
Faltas;Un profesor me envía mensajes de texto y correos electrónicos con insinuaciones sexuales inapropiadas fuera del horario de clases.
Faltas;Soy víctima de acoso cibernético por parte de otros estudiantes, quienes publican fotos y videos míos sin mi consentimiento.
Faltas;Un miembro del personal de mantenimiento me hace comentarios sexuales y gestos obscenos cada vez que me ve.
Faltas;Recibo amenazas e intimidación por parte de otros estudiantes debido a mi participación en actividades extracurriculares.
Faltas;Un profesor me toca de manera inapropiada y me hace proposiciones sexuales durante las horas de oficina.
Faltas;Soy objeto de burlas y comentarios despectivos por parte de mis compañeros debido a mi condición socioeconómica.
Faltas;Un miembro del personal administrativo me hostiga y me vigila constantemente cuando estoy en su oficina.
Faltas;Recibo llamadas telefónicas y mensajes de voz con contenido amenazante y abusivo de una persona desconocida dentro de la universidad.
Faltas;Un grupo de estudiantes me acosa físicamente y me bloquea el paso cuando camino por el campus.
Faltas;Un grupo de estudiantes me hostiga constantemente en las redes sociales, publicando comentarios ofensivos y amenazantes sobre mí.
Faltas;Un profesor me hace propuestas sexuales inapropiadas durante las horas de consulta, insinuando que mis calificaciones dependen de acceder a sus demandas.
Faltas;Soy víctima de acoso verbal y físico por parte de otros estudiantes debido a mi discapacidad física.
Faltas;Un miembro del personal de limpieza me sigue y me vigila de manera intimidante cuando estoy en los pasillos.
